,lineId,name,team,position,icetime,iceTimeRank,games_played,situation,Player1,Player2,Player3
1482,848001284816248483808,Kuzmenko-Pettersson-Mikheyev,VAN,line,10889,55,22,5on5,Kuzmenko,Pettersson,Mikheyev
1483,847576384764388478104,Blais-Hayes-Saad,STL,line,1553,83,9,5on5,Blais,Hayes,Saad
1484,848018584821138482713,Luostarinen-Lundell-Samoskevich,FLA,line,835,46,6,5on5,Luostarinen,Lundell,Samoskevich
1485,848045984816248483808,Kuzmenko-Suter-Mikheyev,VAN,line,4645,70,12,5on5,Kuzmenko,Suter,Mikheyev
1486,847804384815358482496,Hoglander-Aman-Lafferty,VAN,line,6371,118,19,5on5,Hoglander,Aman,Lafferty
1487,847634684764328479941,Gaudreau-Jenner-Danforth,CBJ,line,3077,46,8,5on5,Gaudreau,Jenner,Danforth
1488,847794284794008482124,Fiala-Dubois-Byfield,LAK,line,1633,232,22,5on5,Fiala,Dubois,Byfield
1489,847515184764198478115,Engvall-Pageau-Palmieri,NYI,line,685,270,21,5on5,Engvall,Pageau,Palmieri
1491,847647984779428481560,Fiala-Danault-Kaliyev,LAK,line,1286,110,12,5on5,Fiala,Danault,Kaliyev
1493,847842784800398482093,Jarvis-Aho-Necas,CAR,line,1092,31,4,5on5,Jarvis,Aho,Necas
1494,847464184783668481517,Vatrano-Henrique-Leason,ANA,line,1030,86,8,5on5,Vatrano,Henrique,Leason
1496,847584884768718478133,Pearson-Evans-Gallagher,MTL,line,838,119,11,5on5,Pearson,Evans,Gallagher
1498,847689784769078481070,Mcging-Sundqvist-Maceachern,STL,line,921,15,3,5on5,Mcging,Sundqvist,Maceachern
1499,847414984751688475794,Seguin-Duchene-Dadonov,DAL,line,1631,47,6,5on5,Seguin,Duchene,Dadonov
1500,847692784788568481624,Garland-Blueger-Mikheyev,VAN,line,2159,244,21,5on5,Garland,Blueger,Mikheyev
1502,847584884769818478133,Anderson-Evans-Gallagher,MTL,line,10679,135,26,5on5,Anderson,Evans,Gallagher
1504,847456484785198479718,Barr-Boulet-Stamkos-Cirelli,TBL,line,666,94,7,5on5,Barr-Boulet,Stamkos,Cirelli
1506,847632984770708480855,O'Brien-Mcbain-Boyd,ARI,line,1159,11,3,5on5,O'Brien,Mcbain,Boyd
1508,847528784815598482125,Hughes-Haula-Holtz,NJD,line,3844,101,14,5on5,Hughes,Haula,Holtz
1510,847345384814818481560,Lewis-Lizotte-Kaliyev,LAK,line,2980,102,14,5on5,Lewis,Lizotte,Kaliyev
1513,847795184793438480855,Schmaltz-Mcbain-Keller,ARI,line,6554,236,28,5on5,Schmaltz,Mcbain,Keller
1514,847804684808808481556,Heinen-Beecher-Lauko,BOS,line,608,102,7,5on5,Heinen,Beecher,Lauko
1515,847342284774508479315,Foligno-Dickinson-Anderson,CHI,line,6899,133,21,5on5,Foligno,Dickinson,Anderson
1517,847456484774268477839,Sheary-Paul-Stamkos,TBL,line,4876,106,16,5on5,Sheary,Paul,Stamkos
1518,847967184799418482744,Malatesta-Danforth-Olivier,CBJ,line,633,31,3,5on5,Malatesta,Danforth,Olivier
1519,847851984795428479661,Jeannot-Cirelli-Hagel,TBL,line,1446,205,16,5on5,Jeannot,Cirelli,Hagel
1520,848171684824758482705,Voronkov-Sillinger-Chinakhov,CBJ,line,1337,42,5,5on5,Voronkov,Sillinger,Chinakhov
1522,847647984779428479336,Fiala-Danault-Grundstrom,LAK,line,883,74,6,5on5,Fiala,Danault,Grundstrom
1523,847576584800648480801,Tkachuk-Norris-Tarasenko,OTT,line,2431,143,14,5on5,Tkachuk,Norris,Tarasenko
1524,847121484768808482148,Ovechkin-Lapierre-Wilson,WSH,line,989,43,5,5on5,Ovechkin,Lapierre,Wilson
1525,847804384800128481535,Hoglander-Pettersson-Lafferty,VAN,line,1365,318,25,5on5,Hoglander,Pettersson,Lafferty
1526,847644884769058477511,Stephenson-Karlsson-Mantha,VGK,line,621,3,1,5on5,Stephenson,Karlsson,Mantha
1527,847646884784448481624,Mikheyev-Miller-Boeser,VAN,line,5180,318,28,5on5,Mikheyev,Miller,Boeser
1529,847517084757638482089,Neighbours-Hayes-Schenn,STL,line,873,65,7,5on5,Neighbours,Hayes,Schenn
1531,847794284794008482155,Fiala-Dubois-Laferriere,LAK,line,10585,305,36,5on5,Fiala,Dubois,Laferriere
1532,847488484808218481477,Hoffman-Sturm-Zadina,SJS,line,2540,77,12,5on5,Hoffman,Sturm,Zadina
1535,847747984775038479318,Bertuzzi-Matthews-Domi,TOR,line,8843,59,17,5on5,Bertuzzi,Matthews,Domi
1542,847742684778398479718,Paul-Barr-Boulet-Sheary,TBL,line,1171,49,5,5on5,Paul,Barr-Boulet,Sheary
1544,847403484779198479520,Maroon-Gaudreau-Duhaime,MIN,line,971,134,11,5on5,Maroon,Gaudreau,Duhaime
1545,847646184800158481553,Tippett-Couturier-Brink,PHI,line,742,239,18,5on5,Tippett,Couturier,Brink
1546,847516684757148482259,Mcmann-Tavares-Jarnkrok,TOR,line,2322,20,5,5on5,Mcmann,Tavares,Jarnkrok
1547,847799884785858480802,Foegele-Mcleod-Ryan,EDM,line,3640,208,20,5on5,Foegele,Mcleod,Ryan
1548,847784684793168479379,Kunin-Carpenter-Smith,SJS,line,844,89,7,5on5,Kunin,Carpenter,Smith
1549,848081384810138482078,Raymond-Veleno-Berggren,DET,line,780,45,4,5on5,Raymond,Veleno,Berggren
1550,847690584780208478403,Eichel-Stephenson-Amadio,VGK,line,1213,5,2,5on5,Eichel,Stephenson,Amadio
1551,847810984793708479419,Murray-Jost-Olofsson,BUF,line,746,8,2,5on5,Murray,Jost,Olofsson
1554,847121884751848476459,Kreider-Zibanejad-Wheeler,NYR,line,17342,108,34,5on5,Kreider,Zibanejad,Wheeler
1557,847840084795438481093,Pezzetta-White-Harvey-Pinard,MTL,line,3170,33,9,5on5,Pezzetta,White,Harvey-Pinard
1560,847692784816178481624,Podkolzin-Blueger-Mikheyev,VAN,line,851,44,5,5on5,Podkolzin,Blueger,Mikheyev
1561,847648084801138482149,Iafallo-Namestnikov-Perfetti,WPG,line,9176,152,26,5on5,Iafallo,Namestnikov,Perfetti
1562,847584884764698481618,Armia-Newhook-Gallagher,MTL,line,7685,87,19,5on5,Armia,Newhook,Gallagher
1563,847342284748708484144,Foligno-Bedard-Johnson,CHI,line,815,81,8,5on5,Foligno,Bedard,Johnson
1564,847345384793368481481,Lizotte-Lewis-Grundstrom,LAK,line,11560,149,32,5on5,Lizotte,Lewis,Grundstrom
1565,847757384781048481543,Walker-Alexandrov-Blais,STL,line,1381,9,3,5on5,Walker,Alexandrov,Blais
1568,847471584800158480068,Tippett-Poehling-Atkinson,PHI,line,985,235,15,5on5,Tippett,Poehling,Atkinson
1570,847341984757458478498,Marchand-Coyle-Debrusk,BOS,line,20801,235,50,5on5,Marchand,Coyle,Debrusk
1574,847572284757608481711,Zucker-Bjugstad-Maccelli,ARI,line,619,217,17,5on5,Zucker,Bjugstad,Maccelli
1575,847344984781098481522,Olofsson-Krebs-Okposo,BUF,line,2996,172,17,5on5,Olofsson,Krebs,Okposo
1577,847471584764618482159,Foerster-Couturier-Atkinson,PHI,line,1810,295,18,5on5,Foerster,Couturier,Atkinson
1578,847181784809958482259,Mcmann-Holmberg-Reaves,TOR,line,1061,12,3,5on5,Mcmann,Holmberg,Reaves
1580,847079484793518480027,Robertson-Pavelski-Steel,DAL,line,830,309,27,5on5,Robertson,Pavelski,Steel
1583,848006884802208482159,Cates-Poehling-Foerster,PHI,line,2404,156,14,5on5,Cates,Poehling,Foerster
1586,847351284784728482092,Greig-Giroux-Joseph,OTT,line,4460,83,12,5on5,Greig,Giroux,Joseph
1588,847062184779988480802,Foegele-Mcleod-Perry,EDM,line,3495,126,16,5on5,Foegele,Mcleod,Perry
1589,847745084784638479315,Beauvillier-Dickinson-Anderson,CHI,line,794,52,5,5on5,Beauvillier,Dickinson,Anderson
1590,848020884808018482092,Tkachuk-Greig-Batherson,OTT,line,742,137,11,5on5,Tkachuk,Greig,Batherson
1591,847528784821108482125,Mercer-Haula-Holtz,NJD,line,3870,205,21,5on5,Mercer,Haula,Holtz
1593,847629284775088477931,Palat-Nosek-Lazar,NJD,line,846,111,9,5on5,Palat,Nosek,Lazar
1594,847842184793468480008,Greer-Ruzicka-Dube,CGY,line,7421,102,23,5on5,Greer,Ruzicka,Dube
1595,847515184753148476419,Lee-Pageau-Palmieri,NYI,line,5619,181,21,5on5,Lee,Pageau,Palmieri
1596,847632984779518479343,Schmaltz-Boyd-Keller,ARI,line,1470,22,4,5on5,Schmaltz,Boyd,Keller
1597,847696084807988482117,Reichel-Athanasiou-Kurashev,CHI,line,791,47,6,5on5,Reichel,Athanasiou,Kurashev
1598,847062184748708477987,Johnson-Donato-Perry,CHI,line,1353,30,4,5on5,Johnson,Donato,Perry
1600,847572684794078480002,Bratt-Hischier-Toffoli,NJD,line,2030,156,12,5on5,Bratt,Hischier,Toffoli
1602,847843484784628479353,Howden-Roy-Kolesar,VGK,line,5338,204,24,5on5,Howden,Roy,Kolesar
1604,847404084751698476454,Kane-Nugent-Hopkins-Gagner,EDM,line,1221,32,6,5on5,Kane,Nugent-Hopkins,Gagner
1606,847060484785698480205,Carter-Acciari-Bemstrom,PIT,line,1891,54,6,5on5,Carter,Acciari,Bemstrom
1607,847585584779628480835,Lemieux-Drury-Fast,CAR,line,1095,74,8,5on5,Lemieux,Drury,Fast
1609,847685884769278478043,Di Giuseppe-Blueger-Lafferty,VAN,line,4392,94,15,5on5,Di Giuseppe,Blueger,Lafferty
1611,847350484752318477392,Fasching-Cizikas-Clutterbuck,NYI,line,8611,72,18,5on5,Fasching,Cizikas,Clutterbuck
1612,847646984816188482749,Armia-Newhook-Roy,MTL,line,7974,55,16,5on5,Armia,Newhook,Roy
1613,847942384826608482705,Nylander-Sillinger-Johnson,CBJ,line,1255,4,2,5on5,Nylander,Sillinger,Johnson
1614,847572684774978477940,Ehlers-Monahan-Toffoli,WPG,line,6436,30,12,5on5,Ehlers,Monahan,Toffoli
1615,848152384816188483515,Slafkovsky-Newhook-Dach,MTL,line,764,7,2,5on5,Slafkovsky,Newhook,Dach
1620,847790384800688480797,Farabee-Poehling-Hathaway,PHI,line,1435,370,24,5on5,Farabee,Poehling,Hathaway
1621,847644884765398482153,Brisson-Karlsson-Marchessault,VGK,line,2597,23,6,5on5,Brisson,Karlsson,Marchessault
1622,847794684779528482078,Raymond-Larkin-Fabbri,DET,line,1554,123,11,5on5,Raymond,Larkin,Fabbri
1623,847742984779528482078,Raymond-Copp-Fabbri,DET,line,1257,130,10,5on5,Raymond,Copp,Fabbri
1624,847646184779038480220,Cates-Couturier-Hathaway,PHI,line,1910,126,12,5on5,Cates,Couturier,Hathaway
1625,847744684815778481704,Parssinen-Mccarron-Tomasino,NSH,line,1645,69,10,5on5,Parssinen,Mccarron,Tomasino
1626,847749684782338481068,Mangiapane-Lindholm-Sharangovich,CGY,line,10511,142,25,5on5,Mangiapane,Lindholm,Sharangovich
1630,847517084793858480023,Schenn-Thomas-Kyrou,STL,line,2879,97,12,5on5,Schenn,Thomas,Kyrou
1631,847414184774568479992,Rasmussen-Compher-Kane,DET,line,1101,162,13,5on5,Rasmussen,Compher,Kane
1632,847696084793158482117,Reichel-Athanasiou-Anderson,CHI,line,1001,47,4,5on5,Reichel,Athanasiou,Anderson
1634,847794984784138479999,Greenway-Mittelstadt-Tuch,BUF,line,3934,183,19,5on5,Greenway,Mittelstadt,Tuch
1637,847523584802208481553,Deslauriers-Cates-Brink,PHI,line,607,49,4,5on5,Deslauriers,Cates,Brink
1640,847691984775088477931,Tierney-Nosek-Lazar,NJD,line,673,138,12,5on5,Tierney,Nosek,Lazar
1641,847629284784148480002,Palat-Hischier-Meier,NJD,line,2830,53,9,5on5,Palat,Hischier,Meier
1643,847345384814818482155,Lizotte-Lewis-Laferriere,LAK,line,1807,265,25,5on5,Lizotte,Lewis,Laferriere
1645,847341984779568479987,Marchand-Geekie-Pastrnak,BOS,line,1124,358,25,5on5,Marchand,Geekie,Pastrnak
1646,847576584784728482092,Tarasenko-Greig-Joseph,OTT,line,3104,48,8,5on5,Tarasenko,Greig,Joseph
1648,847688184779648481604,Dorofeyev-Hertl-Barbashev,VGK,line,1294,3,2,5on5,Dorofeyev,Hertl,Barbashev
1652,847744684785088481577,Trenin-Mccarron-Tomasino,NSH,line,2299,177,14,5on5,Trenin,Mccarron,Tomasino
1653,847804784784278480039,Bunting-Aho-Necas,CAR,line,869,252,20,5on5,Bunting,Aho,Necas
1654,847584884781338481093,Harvey-Pinard-Evans-Gallagher,MTL,line,2531,37,7,5on5,Harvey-Pinard,Evans,Gallagher
1655,847062184746418475169,Kane-Henrique-Perry,EDM,line,1616,159,15,5on5,Kane,Henrique,Perry
1656,847121484716988481580,Ovechkin-Mcmichael-Oshie,WSH,line,8180,84,19,5on5,Ovechkin,Mcmichael,Oshie
1657,847682284773538481043,Koepke-Glendening-Motte,TBL,line,1172,46,7,5on5,Koepke,Glendening,Motte
1658,847456484774268479718,Barr-Boulet-Paul-Stamkos,TBL,line,1076,68,7,5on5,Barr-Boulet,Paul,Stamkos
1659,847575484773928478115,Engvall-Nelson-Fasching,NYI,line,1510,38,7,5on5,Engvall,Nelson,Fasching
1661,847487084774828479390,Sanford-Johnson-Raddysh,CHI,line,1084,4,2,5on5,Sanford,Johnson,Raddysh
1662,847181784801448480980,Dewar-Kampf-Reaves,TOR,line,3614,58,10,5on5,Dewar,Kampf,Reaves
1663,847644884765398481032,Cotter-Karlsson-Marchessault,VGK,line,4449,176,21,5on5,Cotter,Karlsson,Marchessault
1664,847471584768728480797,Farabee-Laughton-Atkinson,PHI,line,4582,252,24,5on5,Farabee,Laughton,Atkinson
1665,847488484780998479316,Hoffman-Kunin-Labanc,SJS,line,1322,150,11,5on5,Hoffman,Kunin,Labanc
1668,847517284764568482074,Zary-Kadri-Huberdeau,CGY,line,1713,186,20,5on5,Zary,Kadri,Huberdeau
1669,847645884783668481533,Strome-Zegras-Vatrano,ANA,line,5559,43,11,5on5,Strome,Zegras,Vatrano
1670,847843284800118480813,Kostin-Veleno-Fischer,DET,line,823,37,5,5on5,Kostin,Veleno,Fischer
1671,847576884779558479977,Mccann-Yamamoto-Schwartz,SEA,line,1232,19,3,5on5,Mccann,Yamamoto,Schwartz
1672,847169984780288481641,Kiviranta-Olofsson-Cogliano,COL,line,6911,130,26,5on5,Kiviranta,Olofsson,Cogliano
1674,847746484795208480980,Petan-Dewar-Duhaime,MIN,line,646,8,2,5on5,Petan,Dewar,Duhaime
1678,847356384768808477947,Milano-Backstrom-Wilson,WSH,line,764,18,3,5on5,Milano,Backstrom,Wilson
1679,847517084764388476897,Saad-Sundqvist-Schenn,STL,line,814,250,20,5on5,Saad,Sundqvist,Schenn
1680,847733084820928482859,Kubalik-Ostapchuk-Greig,OTT,line,1913,21,5,5on5,Kubalik,Ostapchuk,Greig
1681,847578684779988478402,Foegele-Mcdavid-Hyman,EDM,line,1896,108,10,5on5,Foegele,Mcdavid,Hyman
1682,847576384779538480281,Kapanen-Hayes-Toropchenko,STL,line,7399,190,23,5on5,Kapanen,Hayes,Toropchenko
1684,847638984821098482157,Cuylle-Trocheck-Lafreniere,NYR,line,826,422,32,5on5,Cuylle,Trocheck,Lafreniere
1685,847841484821108482125,Meier-Mercer-Holtz,NJD,line,2569,84,11,5on5,Meier,Mercer,Holtz
1686,847644884784628481032,Cotter-Karlsson-Roy,VGK,line,1345,35,5,5on5,Cotter,Karlsson,Roy
1687,847647484808308480835,Svechnikov-Drury-Noesen,CAR,line,882,52,6,5on5,Svechnikov,Drury,Noesen
1688,847687384784388482146,Novak-Jankowski-Evangelista,NSH,line,10827,76,24,5on5,Novak,Jankowski,Evangelista
1689,847471584768728482159,Foerster-Laughton-Atkinson,PHI,line,778,244,16,5on5,Foerster,Laughton,Atkinson
1690,847849884799878483505,Debrusk-Poitras-Geekie,BOS,line,2421,93,10,5on5,Debrusk,Poitras,Geekie
1691,847648084801138480289,Iafallo-Barron-Namestnikov,WPG,line,5282,187,24,5on5,Iafallo,Barron,Namestnikov
1692,847121484753438476880,Ovechkin-Dowd-Wilson,WSH,line,610,69,5,5on5,Ovechkin,Dowd,Wilson
1693,848044184817168482451,Pyyhtia-Voronkov-Fix-Wolansky,CBJ,line,2802,23,6,5on5,Pyyhtia,Voronkov,Fix-Wolansky
1695,847572284769258482146,Zucker-Sissons-Evangelista,NSH,line,1178,59,7,5on5,Zucker,Sissons,Evangelista
1699,847167584758108477404,Guentzel-Crosby-Rust,PIT,line,21865,103,34,5on5,Guentzel,Crosby,Rust
1702,847687884781098479370,Girgensons-Jost-Olofsson,BUF,line,1324,54,6,5on5,Girgensons,Jost,Olofsson
1704,847345384815328481560,Turcotte-Lewis-Kaliyev,LAK,line,902,38,5,5on5,Turcotte,Lewis,Kaliyev
1705,847121484815808483491,Miroshnichenko-Mcmichael-Ovechkin,WSH,line,869,78,7,5on5,Miroshnichenko,Mcmichael,Ovechkin
1706,847688284808298480830,Teravainen-Kotkaniemi-Svechnikov,CAR,line,3649,137,16,5on5,Teravainen,Kotkaniemi,Svechnikov
1707,847690584780208481032,Cotter-Stephenson-Amadio,VGK,line,2768,237,22,5on5,Cotter,Stephenson,Amadio
1708,847688184774078480188,Duclair-Hertl-Zetterlund,SJS,line,2978,165,18,5on5,Duclair,Hertl,Zetterlund
1709,847634684799418484166,Gaudreau-Fantilli-Danforth,CBJ,line,8051,64,16,5on5,Gaudreau,Fantilli,Danforth
1710,847629284779318480032,Palat-Nosek-Bowers,NJD,line,664,7,2,5on5,Palat,Nosek,Bowers
1711,847749384779338480185,Luostarinen-Barkov-Reinhart,FLA,line,790,264,22,5on5,Luostarinen,Barkov,Reinhart
1713,847060484785698480836,Gruden-Acciari-Carter,PIT,line,949,15,3,5on5,Gruden,Acciari,Carter
1714,847735384795918479661,Jeannot-Motte-Eyssimont,TBL,line,1703,138,12,5on5,Jeannot,Motte,Eyssimont
1715,847488484780998481477,Hoffman-Sturm-Labanc,SJS,line,661,52,5,5on5,Hoffman,Sturm,Labanc
1716,847415084763998478233,Mangiapane-Backlund-Coleman,CGY,line,28968,162,51,5on5,Mangiapane,Backlund,Coleman
1717,847653984779648478462,Barbashev-Roy-Marchessault,VGK,line,11051,217,31,5on5,Barbashev,Roy,Marchessault
1718,847079484751688480027,Robertson-Duchene-Pavelski,DAL,line,1515,424,40,5on5,Robertson,Duchene,Pavelski
1719,847645384780108478519,Point-Cirelli-Kucherov,TBL,line,1251,434,30,5on5,Point,Cirelli,Kucherov
1722,847742984779528478466,Fabbri-Copp-Sprong,DET,line,1832,218,22,5on5,Fabbri,Copp,Sprong
1723,847061084774258479525,Parise-Colton-Wood,COL,line,5436,100,19,5on5,Parise,Colton,Wood
1724,847345384799948481560,Anderson-Dolan-Lewis-Kaliyev,LAK,line,2550,30,6,5on5,Anderson-Dolan,Lewis,Kaliyev
1726,847351284808018482116,Tkachuk-Giroux-Sttzle,OTT,line,9487,530,58,5on5,Tkachuk,Giroux,Sttzle
1727,847733084802088482116,Kubalik-Batherson-Sttzle,OTT,line,656,299,21,5on5,Kubalik,Batherson,Sttzle
1728,847961984808558481711,Maccelli-Mcbain-Carcone,ARI,line,1023,66,8,5on5,Maccelli,Mcbain,Carcone
1731,847757384779538480281,Toropchenko-Walker-Kapanen,STL,line,888,78,9,5on5,Toropchenko,Walker,Kapanen
1735,847841384799998481528,Greenway-Mittelstadt-Cozens,BUF,line,4022,128,15,5on5,Greenway,Mittelstadt,Cozens
1737,847415784759588483920,Pacioretty-Sgarbossa-Dube,WSH,line,911,32,3,5on5,Pacioretty,Sgarbossa,Dube
1738,848001184814778482133,Kostin-Sturm-Bordeleau,SJS,line,1083,10,3,5on5,Kostin,Sturm,Bordeleau
1740,847410284784668480813,Perron-Veleno-Sprong,DET,line,3448,79,12,5on5,Perron,Veleno,Sprong
1741,847351284810658482116,Crookshank-Sttzle-Giroux,OTT,line,2506,7,4,5on5,Crookshank,Sttzle,Giroux
1742,847584284775278479368,Johnston-Carrick-Jones,ANA,line,2257,56,8,5on5,Johnston,Carrick,Jones
1743,847584284770158477406,Janmark-Carrick-Brown,EDM,line,4787,34,10,5on5,Janmark,Carrick,Brown
1744,847646984784778479543,Pezzetta-Stephens-Armia,MTL,line,2773,91,14,5on5,Pezzetta,Stephens,Armia
1745,847747384780998481477,Labanc-Sturm-Bailey,SJS,line,1708,45,6,5on5,Labanc,Sturm,Bailey
1747,847744684785088482062,Smith-Mccarron-Trenin,NSH,line,2880,380,37,5on5,Smith,Mccarron,Trenin
1748,847843284799928480813,Rasmussen-Veleno-Fischer,DET,line,1446,229,23,5on5,Rasmussen,Veleno,Fischer
1749,847742684780108479542,Paul-Point-Hagel,TBL,line,960,89,7,5on5,Paul,Point,Hagel
1751,847745184774648482079,Petan-Rossi-Hartman,MIN,line,1844,7,3,5on5,Petan,Rossi,Hartman
1752,847344984784138479999,Greenway-Mittelstadt-Okposo,BUF,line,970,223,16,5on5,Greenway,Mittelstadt,Okposo
1753,847682684800098481789,Kartye-Gourde-Tolvanen,SEA,line,1256,111,12,5on5,Kartye,Gourde,Tolvanen
1754,847531484764198477500,Lee-Pageau-Horvat,NYI,line,779,160,11,5on5,Lee,Pageau,Horvat
1755,847519384792938481789,Tatar-Kartye-Tanev,SEA,line,1398,37,6,5on5,Tatar,Kartye,Tanev
1756,847686784796718482451,Pyyhtia-Gaunce-Olivier,CBJ,line,1656,48,6,5on5,Pyyhtia,Gaunce,Olivier
1757,847931484801858482113,Tkachuk-Lundell-Luostarinen,FLA,line,949,237,20,5on5,Tkachuk,Lundell,Luostarinen
1758,847936884808068481517,Jones-Lundestrom-Leason,ANA,line,823,28,4,5on5,Jones,Lundestrom,Leason
1759,847579984788918480845,Appleton-Kupari-Niederreiter,WPG,line,892,61,7,5on5,Appleton,Kupari,Niederreiter
1761,847488484814778482133,Bordeleau-Sturm-Hoffman,SJS,line,1368,10,3,5on5,Bordeleau,Sturm,Hoffman
1764,847400984815548482157,Cuylle-Bonino-Kakko,NYR,line,4067,30,9,5on5,Cuylle,Bonino,Kakko
1765,847804384804598482496,Suter-Lafferty-Aman,VAN,line,977,12,3,5on5,Suter,Lafferty,Aman
1767,847579384774258477501,Wood-Johansen-Nichushkin,COL,line,1678,54,6,5on5,Wood,Johansen,Nichushkin
1770,847933684794008482155,Laferriere-Dubois-Grundstrom,LAK,line,6428,105,18,5on5,Laferriere,Dubois,Grundstrom
1771,847488484768818480188,Zetterlund-Hertl-Hoffman,SJS,line,3108,133,13,5on5,Zetterlund,Hertl,Hoffman
1772,847523184775008480789,Cizikas-Horvat-Wahlstrom,NYI,line,622,2,1,5on5,Cizikas,Horvat,Wahlstrom
1773,847464184751698477015,Henrique-Kane-Brown,EDM,line,1753,14,4,5on5,Henrique,Kane,Brown
1774,847531484764198481601,Lee-Pageau-Holmstrom,NYI,line,1830,126,10,5on5,Lee,Pageau,Holmstrom
1776,847846684799928480813,Veleno-Rasmussen-Sprong,DET,line,2182,138,15,5on5,Veleno,Rasmussen,Sprong
1777,847584284808708481517,Groulx-Carrick-Leason,ANA,line,978,23,4,5on5,Groulx,Carrick,Leason
1779,847639384788318479066,Lomberg-Cousins-Stenlund,FLA,line,3371,250,27,5on5,Lomberg,Cousins,Stenlund
1784,847415084782338481068,Mangiapane-Backlund-Sharangovich,CGY,line,1584,159,15,5on5,Mangiapane,Backlund,Sharangovich
1786,847740284793858480023,Buchnevich-Thomas-Kyrou,STL,line,29872,198,59,5on5,Buchnevich,Thomas,Kyrou
1787,848123984817048482062,Smith-Parssinen-Fagemo,NSH,line,645,8,2,5on5,Smith,Parssinen,Fagemo
1788,847794684784668482078,Raymond-Larkin-Sprong,DET,line,865,91,8,5on5,Raymond,Larkin,Sprong
1790,847701584774548480468,Erne-Hamblin-Brown,EDM,line,2220,47,9,5on5,Erne,Hamblin,Brown
1792,848000284815598482110,Hughes-Hischier-Mercer,NJD,line,1105,119,9,5on5,Hughes,Hischier,Mercer
1793,847487084807988484144,Kurashev-Johnson-Bedard,CHI,line,2451,117,14,5on5,Kurashev,Johnson,Bedard
1794,847745684808138482078,Raymond-Compher-Veleno,DET,line,1558,101,9,5on5,Raymond,Compher,Veleno
1796,847418984817038482241,Zohorna-Eller-Puustinen,PIT,line,1368,32,5,5on5,Zohorna,Eller,Puustinen
1797,847579384774928478420,Johansen-Mackinnon-Rantanen,COL,line,702,243,17,5on5,Johansen,Mackinnon,Rantanen
1799,847742984779528479992,Fabbri-Copp-Rasmussen,DET,line,1359,198,16,5on5,Fabbri,Copp,Rasmussen
1801,847410284774298479992,Perron-Copp-Rasmussen,DET,line,3756,171,17,5on5,Perron,Copp,Rasmussen
1803,847571484774798477503,Bertuzzi-Domi-Jarnkrok,TOR,line,1723,321,28,5on5,Bertuzzi,Domi,Jarnkrok
1804,847169984811868483570,Cogliano-Meyers-O'Connor,COL,line,980,5,2,5on5,Cogliano,Meyers,O'Connor
1806,847938384804488484314,Katchouk-Smejkal-Kelly,OTT,line,819,6,2,5on5,Katchouk,Smejkal,Kelly
1807,847740284800238482089,Buchnevich-Thomas-Neighbours,STL,line,8776,260,31,5on5,Buchnevich,Thomas,Neighbours
1808,847938384793908480025,Katchouk-Entwistle-Raddysh,CHI,line,1669,9,3,5on5,Katchouk,Entwistle,Raddysh
1810,847345384799948481481,Anderson-Dolan-Lewis-Lizotte,LAK,line,2225,57,10,5on5,Anderson-Dolan,Lewis,Lizotte
1811,847795284784328480813,Fabbri-Veleno-Fischer,DET,line,2956,155,13,5on5,Fabbri,Veleno,Fischer
1814,847796284780478480835,Lemieux-Drury-Bunting,CAR,line,974,28,6,5on5,Lemieux,Drury,Bunting
1815,847934384826998483431,Keller-Cooley-Guenther,ARI,line,3353,138,15,5on5,Keller,Cooley,Guenther
1816,847464184764588478873,Henrique-Strome-Terry,ANA,line,1748,18,4,5on5,Henrique,Strome,Terry
1819,847998784808808481556,Lauko-Geekie-Beecher,BOS,line,1471,56,6,5on5,Lauko,Geekie,Beecher
1820,847456484785198479542,Hagel-Cirelli-Stamkos,TBL,line,14640,132,34,5on5,Hagel,Cirelli,Stamkos
1822,847954384810938483549,Pezzetta-Condotta-Harvey-Pinard,MTL,line,1027,11,3,5on5,Pezzetta,Condotta,Harvey-Pinard
1823,847682684779558480009,Gourde-Mccann-Tolvanen,SEA,line,3743,78,10,5on5,Gourde,Mccann,Tolvanen
1824,847585584779628480829,Lemieux-Kotkaniemi-Fast,CAR,line,2163,32,7,5on5,Lemieux,Kotkaniemi,Fast
1826,847646884784448478463,Beauvillier-Miller-Boeser,VAN,line,1883,163,13,5on5,Beauvillier,Miller,Boeser
1827,847518484764598477380,Kreider-Zibanejad-Brodzinski,NYR,line,1559,140,10,5on5,Kreider,Zibanejad,Brodzinski
1828,847516984770158480802,Kane-Mcleod-Brown,EDM,line,2366,264,21,5on5,Kane,Mcleod,Brown
1831,848002884807978482159,Farabee-Frost-Foerster,PHI,line,1215,257,20,5on5,Farabee,Frost,Foerster
1832,847644884780208481604,Dorofeyev-Karlsson-Amadio,VGK,line,7043,91,17,5on5,Dorofeyev,Karlsson,Amadio
1834,847939384801448482720,Knies-Kampf-Gregor,TOR,line,1517,187,15,5on5,Knies,Kampf,Gregor
1835,847169984795258481186,Cogliano-Colton-O'Connor,COL,line,920,209,19,5on5,Cogliano,Colton,O'Connor
1836,847750084781158478445,Engvall-Horvat-Barzal,NYI,line,1429,359,31,5on5,Engvall,Horvat,Barzal
1837,847516484775278483570,Johnston-Meyers-Silfverberg,ANA,line,1051,34,4,5on5,Johnston,Meyers,Silfverberg
